actual,1-day ahead,2-day ahead
0.5155637033814067,0.457772433757782,0.46501076221466064
0.4799008995624227,0.45794060826301575,0.4651796221733093
0.3748755971146141,0.4402758479118347,0.4594457149505615
0.2475012646227533,0.4416288137435913,0.4609442949295044
0.3631810833660543,0.44346919655799866,0.46300074458122253
0.46456270583282916,0.46184298396110535,0.4445068836212158
0.31782979505066805,0.3981195092201233,0.3939349949359894
0.408312639506461,0.36056435108184814,0.3695392906665802
0.34212423017195326,0.36058148741722107,0.36956027150154114
0.3989004856858853,0.36124664545059204,0.3702552616596222
0.3340324132539539,0.36124858260154724,0.3702501058578491
0.37657326145323716,0.36142873764038086,0.3702268898487091
0.3832403879827233,0.44552361965179443,0.4243989586830139
0.5505123933029823,0.4017181694507599,0.3888437747955322
0.2705536571475063,0.3618150055408478,0.36916249990463257
0.26773345997247894,0.37799668312072754,0.3851834535598755
0.36788583374897854,0.37322816252708435,0.3824416399002075
0.3603524848510575,0.37363067269325256,0.3828592598438263
0.41340296717640684,0.3765827417373657,0.38618892431259155
0.3348946560402981,0.45325326919555664,0.4559609591960907
0.1020028794487306,0.3146218955516815,0.30977773666381836
0.2317951806376528,0.275316447019577,0.28125980496406555
0.11421577470966737,0.274885356426239,0.28093305230140686
0.15156371045621925,0.27190130949020386,0.27866512537002563
0.09563864333393468,0.2715034782886505,0.27864623069763184
0.1953152359626874,0.25699248909950256,0.26766833662986755
0.12036334468840754,0.3046742081642151,0.3040025532245636
0.2480990862879519,0.29040971398353577,0.29694896936416626
0.5100055537278956,0.34312304854393005,0.35338711738586426
0.3338015974926864,0.34824705123901367,0.3582700192928314
0.34762401262146564,0.4150450825691223,0.419369637966156
0.376024521300492,0.4166564345359802,0.42101678252220154
0.3084454691131368,0.4349929690361023,0.4387447237968445
0.47151680444864214,0.5264891982078552,0.5183151960372925
0.29104364098155944,0.5155138373374939,0.5073948502540588
0.3408184850703766,0.38058748841285706,0.39042696356773376
0.28572338190192187,0.3806335926055908,0.3904711902141571
0.38885646266444507,0.38073408603668213,0.39056554436683655
0.29015221459321594,0.38093072175979614,0.39100831747055054
0.31241620768819883,0.3841075301170349,0.394020676612854
0.12543397266463177,0.5043153166770935,0.4842076003551483
0.41492288556793083,0.4210980236530304,0.41024982929229736
0.30251279656730085,0.4244285523891449,0.4185205101966858
0.3475201013113165,0.44163981080055237,0.436109334230423
0.3856776609254562,0.4164213240146637,0.4158286154270172
0.31606415793811654,0.4168672263622284,0.41558876633644104
0.3097410441715925,0.4926837980747223,0.4799564778804779
0.3532259376779757,0.5184776186943054,0.4999362528324127
0.3422254884273752,0.49668437242507935,0.4778289198875427
0.30342986915134085,0.4147874414920807,0.4185778796672821
0.36615604206683566,0.4163525104522705,0.4202093780040741
0.36999147485080985,0.39891406893730164,0.40667271614074707
0.31773469806468496,0.3990136981010437,0.4067695736885071
0.30915250819793905,0.41632330417633057,0.42084768414497375
0.3437872533101279,0.5116164088249207,0.493531197309494
0.3183864651760036,0.4727482199668884,0.4559408128261566
0.1920196998157011,0.3636340796947479,0.3636179268360138
0.3483359156399345,0.36409395933151245,0.36408406496047974
0.2977355293551662,0.3263934850692749,0.3305404484272003
0.3092847187585118,0.32759401202201843,0.3319292962551117
0.21734089630800896,0.3338828980922699,0.33843380212783813
0.20780272238789071,0.5313493013381958,0.5083916783332825
0.29927028525582966,0.44403713941574097,0.4269500970840454
0.26290180513843636,0.373932421207428,0.37341785430908203
0.27910268383016196,0.37698015570640564,0.3764656186103821
0.3117485222485169,0.36788156628608704,0.3685934245586395
0.3585780334143399,0.3685954213142395,0.36931002140045166
0.29001514009897655,0.3871462047100067,0.38465359807014465
0.28905340776036187,0.4243430197238922,0.40768271684646606
0.2710113090879505,0.29202765226364136,0.2903432548046112
0.3224115913729734,0.29441094398498535,0.29578179121017456
0.3500550951031684,0.29462382197380066,0.29600435495376587
0.2939620011814937,0.29257363080978394,0.2944864332675934
0.26765033092435964,0.2925106883049011,0.29464104771614075
0.20566436027775714,0.30542781949043274,0.3079119920730591
0.2803659800561032,0.5104782581329346,0.49199438095092773
0.2857437219881638,0.4781358242034912,0.4609242081642151
0.18403754249309318,0.3259013593196869,0.33552271127700806
0.2212298323623153,0.32666945457458496,0.33627963066101074
0.13653503977813386,0.3267000615596771,0.3362996280193329
0.18868215696886723,0.32585862278938293,0.3356885313987732
0.19197725094006568,0.3258724510669708,0.33583083748817444
0.23653309420466717,0.3677971661090851,0.36315906047821045
0.4283825563420388,0.29616522789001465,0.2977801561355591
0.256683929209425,0.31861934065818787,0.32012227177619934
0.28004363390674686,0.32080286741256714,0.32210302352905273
0.34379388594694593,0.3207961916923523,0.3220919966697693
0.2319105885182866,0.3412408232688904,0.3393581509590149
0.30813152430374996,0.29501453042030334,0.2859795391559601
0.2836831828166951,0.28215378522872925,0.27158570289611816
0.2909985390511968,0.296417772769928,0.289977103471756
0.2691952931271733,0.2950984835624695,0.28930598497390747
0.2920725840399302,0.2917924225330353,0.2862292528152466
0.39466842122019286,0.30201199650764465,0.3020804524421692
0.2881387387197638,0.31466031074523926,0.3163382411003113
0.3254077745115726,0.29290202260017395,0.2936617434024811
0.37462768798661444,0.5168033838272095,0.4945456385612488
0.40904090302908097,0.39346054196357727,0.38169410824775696
0.30463347164591975,0.3585874140262604,0.3684958517551422
0.2588687197772849,0.3595637381076813,0.36939895153045654
0.26009973717071166,0.3557990491390228,0.36625948548316956
0.1997750209591323,0.3557920455932617,0.36636853218078613
0.23083742788112893,0.35746151208877563,0.3688110411167145
0.4080119599707102,0.4994623363018036,0.48360157012939453
0.2735427654734995,0.37635868787765503,0.3632776737213135
0.24121440927083443,0.2897742986679077,0.29792240262031555
0.20966384027903057,0.28978344798088074,0.29793286323547363
0.251506492909269,0.2896198630332947,0.29779893159866333
0.2372370380589544,0.28960853815078735,0.29779791831970215
0.25377927645891474,0.2916349470615387,0.29968318343162537
0.39784987601390903,0.4878067970275879,0.4699234068393707
0.3129282472505509,0.386643648147583,0.3734794855117798
0.24102206280311145,0.31462493538856506,0.3296056091785431
0.22521472056258907,0.3147079050540924,0.3296830356121063
0.16152681530847948,0.3132362961769104,0.32844221591949463
0.25289978881684366,0.3132738173007965,0.32848823070526123
0.2587294344041062,0.31316837668418884,0.32873255014419556
0.38897010184192743,0.3845336139202118,0.3716144561767578
0.33085670674548,0.29529666900634766,0.2841477692127228
0.1684212201929301,0.3343799114227295,0.34463971853256226
0.24579137085106456,0.3344184160232544,0.34467390179634094
0.2839617535630525,0.33439382910728455,0.3446618616580963
0.21332594015416018,0.3338332176208496,0.3443843126296997
0.2698099174723109,0.33926934003829956,0.35041454434394836
0.3811955827716729,0.4729636013507843,0.4539264440536499
0.3148419840604471,0.39770814776420593,0.3834352493286133
0.21394365972981283,0.29616445302963257,0.2974647581577301
0.21526620751132847,0.2961287498474121,0.29745954275131226
0.335565878886283,0.28101933002471924,0.28391703963279724
0.17194447687066886,0.2810971140861511,0.2840259373188019
0.2392210808191218,0.29278096556663513,0.2948850095272064
0.2577712394717945,0.4426087439060211,0.4242861568927765
0.31444269932400165,0.3809942603111267,0.3714389204978943
0.3118648144807264,0.34267184138298035,0.34003645181655884
0.2808457407859409,0.3443572521209717,0.3416650593280792
0.26348503500263537,0.32585060596466064,0.32561689615249634
0.1869258347394523,0.32679691910743713,0.325151652097702
0.1877345742554644,0.3218171000480652,0.32089751958847046
0.16168644076790012,0.32936081290245056,0.3173941671848297
0.1966943822450502,0.23503030836582184,0.2290228009223938
0.2699576041854591,0.2080356478691101,0.2069711685180664
0.2471648066436138,0.18671546876430511,0.1879691481590271
0.25067785548280286,0.18486805260181427,0.18614493310451508
0.24291015341731131,0.18504725396633148,0.18648964166641235
0.19690751097480302,0.19982296228408813,0.20198041200637817
0.19229694403469486,0.225102499127388,0.22565272450447083
0.284714778929793,0.17839644849300385,0.180328369140625
0.1909518452879979,0.1596943438053131,0.16566646099090576
0.16706197182102137,0.16146273910999298,0.1674576848745346
0.12922366312572292,0.16140452027320862,0.16743016242980957
0.21276481907935457,0.15608040988445282,0.16264279186725616
0.18420601146827123,0.15825144946575165,0.16548112034797668
0.19990900022285651,0.20555530488491058,0.2058713585138321
0.20854646206308608,0.17061123251914978,0.1720786839723587
0.1899755211483836,0.1592859923839569,0.1634475290775299
0.2502308157612675,0.15990108251571655,0.16407038271427155
0.25627933836352507,0.15969890356063843,0.16388669610023499
0.30598540829241344,0.1593445986509323,0.16384319961071014
0.1259665962722812,0.16090770065784454,0.16547751426696777
0.12293680777380406,0.15592627227306366,0.15087337791919708
0.12419391353871514,0.13622136414051056,0.13199341297149658
0.12178847725270875,0.1942805051803589,0.20098428428173065
0.13387446806252717,0.19344742596149445,0.20022697746753693
0.17993636206060987,0.19370296597480774,0.2005888670682907
0.20210705606435242,0.20442913472652435,0.21311576664447784
0.20469643747811223,0.2100171148777008,0.21909183263778687
0.14843177935074442,0.18592572212219238,0.18704642355442047
0.19458210850640092,0.11821021139621735,0.12281381338834763
0.14013700374611324,0.11147603392601013,0.1155179888010025
0.1552174089913793,0.12079861760139465,0.12499436736106873
0.13538449837809918,0.11995238065719604,0.12414485961198807
0.06606238923496513,0.11610603332519531,0.12070533633232117
0.06653905473428773,0.1455918252468109,0.14901883900165558
0.0672810257063316,0.24663706123828888,0.25019848346710205
0.06751272581917486,0.18984514474868774,0.1954154670238495
0.06614596045887233,0.21173536777496338,0.21859341859817505
0.08067806772718106,0.2151225060224533,0.22202381491661072
0.06479157602063015,0.21443454921245575,0.22165483236312866
0.06260722762855819,0.21834711730480194,0.22572839260101318
0.06067713031451078,0.2282937914133072,0.23611284792423248
0.061280700264951714,0.18459933996200562,0.19365587830543518
0.06149825075258319,0.18117986619472504,0.1895662099123001
0.06295831520412601,0.20733344554901123,0.21602989733219147
0.06510154124792619,0.21164627373218536,0.2203645408153534
0.06449222301224294,0.21451438963413239,0.22313115000724792
0.061771957565273976,0.22240671515464783,0.23103021085262299
0.06278807752579652,0.23304642736911774,0.24202100932598114
0.06720452929503029,0.20455271005630493,0.2130735218524933
0.17812786308822645,0.19300806522369385,0.20045289397239685
0.1944317687385255,0.23696720600128174,0.24465586245059967
0.19143457721488874,0.24598181247711182,0.2533566355705261
0.14016015979395163,0.24935182929039001,0.2565567195415497
0.11393985701803722,0.24681445956230164,0.25257042050361633
0.10449719306809857,0.2633408010005951,0.26852333545684814
0.16141848224045163,0.2510857880115509,0.2508864104747772
0.11208139218162455,0.21523454785346985,0.21568892896175385
0.39361427414191363,0.2310422658920288,0.23130890727043152
0.26366013661463134,0.34607020020484924,0.3444593548774719
0.3135428715956886,0.3750495910644531,0.3647881746292114
0.27514476835294815,0.35329848527908325,0.34921810030937195
0.24647055286123104,0.3542047441005707,0.3500887453556061
0.2969254633117905,0.3561060130596161,0.3518468737602234
0.2525252659245188,0.35693350434303284,0.35264983773231506
0.2423379779478091,0.32862669229507446,0.33413979411125183
0.3302040552825856,0.464661180973053,0.446666955947876
0.23716540558131965,0.38904860615730286,0.37558048963546753
0.25924280049382187,0.34517356753349304,0.34565359354019165
0.2656494854842532,0.3455476760864258,0.3460417091846466
0.23291919149041534,0.34089967608451843,0.34210681915283203
0.2185268117710732,0.34158235788345337,0.34306031465530396
0.23829074296144576,0.34266963601112366,0.3451460301876068
